"Project","Provider","CLIN","Effort","Activity","ECP/REA","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish"
"468","1","LCS7 CHIT   ","31","0","          ","259","2","4","625","625","900","836","61","258001","    L9900-R00175","10","VEN-836-VEN-LMCO/ROLLS ROYCE  ","890","100","0.00","24.00","0.00","24.00","24.00","0.00","0.00","0.00","0.00","24.00","0.00","1.00","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","31 Total","","","","","","","","","","","","","","","","","0.00","24.00","0.00","24.00","24.00","0.00","0.00","0.00","0.00","24.00","","","","","",""
"468","1","LCS7 CHIT   ","66","0","          ","243","2","6","624","624","993","993","113","257994","    L4993-243033","10","993 VS REAM PORT SHFT TO S/G  ","39","100","0.00","42.00","0.00","42.00","42.00","0.00","0.00","0.00","0.00","42.00","0.00","1.00","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"468","1","LCS7 CHIT   ","66","0","          ","243","2","6","624","624","993","993","66","257995","    L4993-243034","10","993 VS REAM STBD SHFT TO S/G  ","39","100","0.00","42.00","0.00","42.00","42.00","0.00","0.00","0.00","0.00","42.00","0.00","1.00","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"468","1","LCS7 CHIT   ","66","0","          ","243","2","6","624","624","993","993","66","257996","    L4993-243035","10","993 VS REAM PORT SHFT TO C/G  ","39","100","0.00","42.00","0.00","42.00","42.00","0.00","0.00","0.00","0.00","42.00","0.00","1.00","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"468","1","LCS7 CHIT   ","66","0","          ","243","2","6","624","624","993","993","66","257997","    L4993-243036","10","993 VS REAM STBD SHFT TO C/G  ","39","100","0.00","42.00","0.00","42.00","42.00","0.00","0.00","0.00","0.00","42.00","0.00","1.00","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","66 Total","","","","","","","","","","","","","","","","","0.00","168.00","0.00","168.00","168.00","0.00","0.00","0.00","0.00","168.00","","","","","",""
"468","1","LCS7 CHIT   ","74","0","          ","631","6","3","648","648","900","866","62","261999","    L9900-V00006","10","VEN-866-BLAST & PAINT RAMP &  ","890","100","0.00","136.00","0.00","136.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","74 Total","","","","","","","","","","","","","","","","","0.00","136.00","0.00","136.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","78","0","          ","241","2","6","624","624","900","900","66","261531","    L9900-V00013","10","VEN-SW-INSTALL PUMP ON        ","890","100","0.00","40.00","0.00","40.00","40.00","0.00","0.00","0.00","0.00","40.00","0.00","1.00","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","78 Total","","","","","","","","","","","","","","","","","0.00","40.00","0.00","40.00","40.00","0.00","0.00","0.00","0.00","40.00","","","","","",""
"468","1","LCS7 CHIT   ","92","0","          ","247","2","6","624","624","900","861","113","258045","    L9900-V00011","10","VEN-861-REPLACE PORT STEERABLE","890","100","0.00","64.00","0.00","64.00","54.28","0.00","0.00","0.00","0.00","54.28","0.00","1.18","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","92 Total","","","","","","","","","","","","","","","","","0.00","64.00","0.00","64.00","54.28","0.00","0.00","0.00","0.00","54.28","","","","","",""
"468","1","LCS7 CHIT   ","99","0","          ","234","2","6","624","624","900","932","113","261533","    L9900-V00014","10","VEN-932-MMC TO SUPPORT ROLLS  ","890","100","0.00","24.00","0.00","24.00","24.00","0.00","0.00","0.00","0.00","24.00","0.00","1.00","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","99 Total","","","","","","","","","","","","","","","","","0.00","24.00","0.00","24.00","24.00","0.00","0.00","0.00","0.00","24.00","","","","","",""
"468","1","LCS7 CHIT   ","123","0","          ","169","1","17","621","621","900","866","38","258980","    L9900-V00012","10","VEN-866-LCS 7 - STERN BLOCKS  ","890","100","0.00","40.00","0.00","40.00","98.00","0.00","0.00","0.00","0.00","98.00","0.00","0.41","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","123 Total","","","","","","","","","","","","","","","","","0.00","40.00","0.00","40.00","98.00","0.00","0.00","0.00","0.00","98.00","","","","","",""
"468","1","LCS7 CHIT   ","181","0","          ","243","2","6","624","624","Z60  ","964","113","265881","    L9900-V00015","10","VEN-964-JAURE COUPLING        ","890","100","0.00","125.00","0.00","125.00","72.00","0.00","0.00","0.00","0.00","72.00","0.00","1.74","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","181 Total","","","","","","","","","","","","","","","","","0.00","125.00","0.00","125.00","72.00","0.00","0.00","0.00","0.00","72.00","","","","","",""
"468","1","LCS7 CHIT   ","228","0","          ","243","2","6","624","624","900","900","11","270270","    L9900-V00017","10","VEN-SW-THRUST BEARING REPAIRS ","890","100","0.00","600.00","0.00","600.00","2576.76","0.00","0.00","0.00","0.00","2576.76","0.00","0.23","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","228 Total","","","","","","","","","","","","","","","","","0.00","600.00","0.00","600.00","2576.76","0.00","0.00","0.00","0.00","2576.76","","","","","",""
"468","1","LCS7 CHIT   ","231","0","          ","243","2","6","624","624","900","900","109","272088","    L9900-V00016","10","VEN-SW-REPAIR & CLEANING OF 26","890","100","0.00","764.00","0.00","764.00","4369.40","0.00","0.00","0.00","0.00","4369.40","0.00","0.17","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","231 Total","","","","","","","","","","","","","","","","","0.00","764.00","0.00","764.00","4369.40","0.00","0.00","0.00","0.00","4369.40","","","","","",""
"468","1","LCS7 CHIT   ","233","0","CF 2210   ","262","2","6","623","624","900","900","113","270452","    L9900-V00018","10","VEN-SW-INSTALL PERMANENT FIX  ","890","100","0.00","1500.00","0.00","1500.00","2556.06","0.00","0.00","0.00","0.00","2556.06","0.00","0.59","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","233 Total","","","","","","","","","","","","","","","","","0.00","1500.00","0.00","1500.00","2556.06","0.00","0.00","0.00","0.00","2556.06","","","","","",""
"468","1","LCS7 CHIT   ","286","0","          ","262","2","6","623","623","900","900","109","271893","    L9900-V00019","10","VEN-SW-RPLC CHECK VLVS @ GEARS","890","100","0.00","336.00","0.00","336.00","632.59","0.00","0.00","0.00","0.00","632.59","0.00","0.53","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","286 Total","","","","","","","","","","","","","","","","","0.00","336.00","0.00","336.00","632.59","0.00","0.00","0.00","0.00","632.59","","","","","",""
"468","1","LCS7 CHIT   ","313","0","          ","262","2","6","623","623","900","900","120","275141","    L9900-V00020","10","VEN-SW-CHANGE ORIFICE PLATES  ","890","100","0.00","48.00","0.00","48.00","358.00","0.00","0.00","0.00","0.00","358.00","0.00","0.13","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","313 Total","","","","","","","","","","","","","","","","","0.00","48.00","0.00","48.00","358.00","0.00","0.00","0.00","0.00","358.00","","","","","",""
"468","1","LCS7 CHIT   ","342","0","          ","241","2","6","624","624","Z40  ","942","113","276558","    L9900-V00021","10","VEN-942-VS INSP RENK C/G      ","890","100","0.00","50.00","0.00","50.00","49.00","0.00","0.00","0.00","0.00","49.00","0.00","1.02","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","342 Total","","","","","","","","","","","","","","","","","0.00","50.00","0.00","50.00","49.00","0.00","0.00","0.00","0.00","49.00","","","","","",""
"468","1","LCS7 CHIT   ","343","0","          ","247","2","6","624","624","9","9","119","276565","    L9900-V00022","10","VEN-009-TRBLSHT REVERSING BCKT","890","100","0.00","80.00","0.00","80.00","134.00","0.00","0.00","0.00","0.00","134.00","0.00","0.60","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","343 Total","","","","","","","","","","","","","","","","","0.00","80.00","0.00","80.00","134.00","0.00","0.00","0.00","0.00","134.00","","","","","",""
"468","1","LCS7 CHIT   ","344","0","          ","989","9","8","625","625","Z70  ","971","53","276593","    L9900-V00023","10","VEN-971-FAB 22X36X1/8TH GALV  ","890","100","0.00","10.00","0.00","10.00","4.50","0.00","0.00","0.00","0.00","4.50","0.00","2.22","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","344 Total","","","","","","","","","","","","","","","","","0.00","10.00","0.00","10.00","4.50","0.00","0.00","0.00","0.00","4.50","","","","","",""
"468","1","LCS7 CHIT   ","358","0","          ","411","4","6","626","626","Z20  ","922","48","277073","    L9900-V00024","10","VEN-922-LM TRIAL CARDS MONITOR","890","100","0.00","40.00","0.00","40.00","38.00","0.00","0.00","0.00","0.00","38.00","0.00","1.05","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","358 Total","","","","","","","","","","","","","","","","","0.00","40.00","0.00","40.00","38.00","0.00","0.00","0.00","0.00","38.00","","","","","",""
"468","1","LCS7 CHIT   ","375","0","          ","982","9","9","624","624","900","900","119","278381","    L9900-V00025","10","VEN-SW-SECOND BUILDERS TRIAL  ","890","100","0.00","2067.00","0.00","2067.00","4709.95","0.00","0.00","0.00","0.00","4709.95","0.00","0.44","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","375 Total","","","","","","","","","","","","","","","","","0.00","2067.00","0.00","2067.00","4709.95","0.00","0.00","0.00","0.00","4709.95","","","","","",""
"468","1","LCS7 CHIT   ","379","0","          ","982","9","9","624","624","900","900","119","280488","    L9900-V00029","10","VEN-SW-THIRD BUILDERS TRIALS  ","890","100","0.00","2500.00","0.00","2500.00","4707.26","0.00","0.00","0.00","0.00","4707.26","0.00","0.53","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","379 Total","","","","","","","","","","","","","","","","","0.00","2500.00","0.00","2500.00","4707.26","0.00","0.00","0.00","0.00","4707.26","","","","","",""
"468","1","LCS7 CHIT   ","443","0","          ","320","3","8","626","626","900","900","119","280341","    L9900-V00028","10","VEN-SW-LMCO POTENTIOMETERS    ","890","100","0.00","80.00","0.00","80.00","98.00","0.00","0.00","0.00","0.00","98.00","0.00","0.82","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","443 Total","","","","","","","","","","","","","","","","","0.00","80.00","0.00","80.00","98.00","0.00","0.00","0.00","0.00","98.00","","","","","",""
"468","1","LCS7 CHIT   ","445","0","          ","573","5","8","624","624","Z60  ","965","38","280192","    L9900-V00026","10","VEN-965-SUPPORT OGI MANUAL OPS","890","100","0.00","112.00","0.00","112.00","104.00","0.00","0.00","0.00","0.00","104.00","0.00","1.08","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","445 Total","","","","","","","","","","","","","","","","","0.00","112.00","0.00","112.00","104.00","0.00","0.00","0.00","0.00","104.00","","","","","",""
"468","1","LCS7 CHIT   ","446","0","          ","301","3","8","626","626","900","900","113","280236","    L9900-V00027","10","VEN-SW-REPLACE INTERCEPTOR    ","890","100","0.00","80.00","0.00","80.00","1090.02","0.00","0.00","0.00","0.00","1090.02","0.00","0.07","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","446 Total","","","","","","","","","","","","","","","","","0.00","80.00","0.00","80.00","1090.02","0.00","0.00","0.00","0.00","1090.02","","","","","",""
"468","1","LCS7 CHIT   ","467","0","          ","241","2","8","624","624","Z40  ","942","113","280865","    L9900-V00030","10","VEN-942-MFG SUPPORT CLUTCH    ","890","100","0.00","400.00","0.00","400.00","1373.97","0.00","0.00","0.00","0.00","1373.97","0.00","0.29","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","467 Total","","","","","","","","","","","","","","","","","0.00","400.00","0.00","400.00","1373.97","0.00","0.00","0.00","0.00","1373.97","","","","","",""
"468","1","LCS7 CHIT   ","474","0","          ","243","2","9","624","624","Z40  ","942","113","281025","    L9900-V00031","10","VEN-942-FAN BLADE REMOVAL     ","890","100","0.00","50.00","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","474 Total","","","","","","","","","","","","","","","","","0.00","50.00","0.00","50.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","495","0","          ","262","2","6","623","623","900","900","163","281200","    L9900-V00032","10","VEN-SW-COAST DOWN LUBE OIL    ","890","100","0.00","300.00","0.00","300.00","795.45","0.00","0.00","0.00","0.00","795.45","0.00","0.38","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","495 Total","","","","","","","","","","","","","","","","","0.00","300.00","0.00","300.00","795.45","0.00","0.00","0.00","0.00","795.45","","","","","",""
"468","1","LCS7 CHIT   ","517","0","          ","992","9","11","600","621","900","900","46","281855","    L9900-V00033","10","VEN-SW-TEMP SERVICES          ","890","100","0.00","640.00","0.00","640.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","517 Total","","","","","","","","","","","","","","","","","0.00","640.00","0.00","640.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","539","0","          ","233","2","6","623","623","Z40  ","942","119","286972","    L9900-V00035","10","VEN-942-REMOVE & REPLACE 4    ","890","100","0.00","20.00","0.00","20.00","20.00","0.00","0.00","0.00","0.00","20.00","0.00","1.00","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","539 Total","","","","","","","","","","","","","","","","","0.00","20.00","0.00","20.00","20.00","0.00","0.00","0.00","0.00","20.00","","","","","",""
"468","1","LCS7 CHIT   ","550","0","          ","702","7","8","621","621","900","900","164","284341","    L9900-V00034","10","VEN-SW-WEAPONS COVER TEMPLATE ","890","100","0.00","400.00","0.00","400.00","308.00","0.00","0.00","0.00","0.00","308.00","0.00","1.30","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","550 Total","","","","","","","","","","","","","","","","","0.00","400.00","0.00","400.00","308.00","0.00","0.00","0.00","0.00","308.00","","","","","",""
"468","1","LCS7 CHIT   ","-","888","          ","582","5","2","62H","621","900","865","104","257998","    L9900-R00164","10","RWK-865-VEN-REMOVE RAISED CAST","865","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"468","1","LCS7 CHIT   ","-","888","          ","671","6","2","62H","621","900","863","44","257999","    L9900-R00166","10","VEN-863-ADD MISSING&INCOMPLETE","890","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"468","1","LCS7 CHIT   ","-","888","          ","631","6","17","648","648","900","866","54","258002","    L9900-V00004","10","VEN-866-PREP & PAINT RUSTED   ","890","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"468","1","LCS7 CHIT   ","-","888","          ","167","1","17","621","621","900","963","38","258003","    L9900-V00005","10","VEN-963-HPR VENDOR TO REPAIR  ","890","100","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"","","","- Total","","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","Grand Total","","","","","","","","","","","","","","","","","0.00","21396.00","0.00","21396.00","48810.48","0.00","0.00","0.00","0.00","48810.48","0.000","0.438","","","",""
