"Project","Provider","CLIN","Effort","Activity","Control Account","ECP/REA","Change Code","Swbs","Group","SOC","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish"
"468","1","LCS7 CHIT   ","234","   ","","234","    ","897","9","14","620","620","900","900","0","943403","    L6200-000001","10","SALARY SUPPORT FOR 262 MOD    ","6000","100","0.00","300.00","0.00","300.00","34.93","0.00","0.00","0.00","0.00","34.93","0.00","8.59","","","",""
"","","","234 Total","","","","","","","","","","","","","","","","","","","0.00","300.00","0.00","300.00","34.93","0.00","0.00","0.00","0.00","34.93","","","","","",""
"468","1","LCS7 CHIT   ","258","   ","","258","    ","897","9","14","620","620","900","900","0","943434","    L6200-000002","10","LN SHAFT/THRUST BRNG OP/INSP  ","6000","100","0.00","300.00","0.00","300.00","183.34","0.00","0.00","0.00","0.00","183.34","0.00","1.64","","","",""
"","","","258 Total","","","","","","","","","","","","","","","","","","","0.00","300.00","0.00","300.00","183.34","0.00","0.00","0.00","0.00","183.34","","","","","",""
"468","1","LCS7 CHIT   ","379","   ","","379","    ","897","8","14","515","515","900","900","0","945204","    L6110-000002","10","SALARY SUPPORT FOR BST 2/BST 3","1537","100","0.00","2000.00","0.00","2000.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","379 Total","","","","","","","","","","","","","","","","","","","0.00","2000.00","0.00","2000.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","425","   ","","CF 2319   ","    ","830","8","14","520","520","900","CF2319","0","944946","    L5200-000001","10","LCS CF 2319                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","425 Total","","","","","","","","","","","","","","","","","","","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","426","   ","","CF 2317   ","    ","830","8","14","520","520","900","CF2317","0","944947","    L5200-000002","10","LCS CF 2317                   ","1566","100","0.00","8.00","0.00","8.00","1.75","0.00","0.00","0.00","0.00","1.75","0.00","4.57","","","",""
"468","1","LCS7 CHIT   ","426","   ","","CF 2317   ","    ","830","8","14","526","526","900","CF2317","0","944917","    L5260-000001","10","LCS CF 2317                   ","1566","100","0.00","40.00","0.00","40.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","426 Total","","","","","","","","","","","","","","","","","","","0.00","48.00","0.00","48.00","1.75","0.00","0.00","0.00","0.00","1.75","","","","","",""
"468","1","LCS7 CHIT   ","427","   ","","CF 2316   ","    ","830","8","14","520","520","900","CF2316","0","944948","    L5200-000003","10","LCS CF 2316                   ","1566","100","0.00","8.00","0.00","8.00","1.00","0.00","0.00","0.00","0.00","1.00","0.00","8.00","","","",""
"468","1","LCS7 CHIT   ","427","   ","","CF 2316   ","    ","830","8","14","526","526","900","CF2316","0","944918","    L5260-000002","10","LCS CF 2316                   ","1566","100","0.00","40.00","0.00","40.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","427 Total","","","","","","","","","","","","","","","","","","","0.00","48.00","0.00","48.00","1.00","0.00","0.00","0.00","0.00","1.00","","","","","",""
"468","1","LCS7 CHIT   ","428","   ","","CF 2315   ","    ","830","8","14","520","520","900","CF2315","0","944949","    L5200-000004","10","LCS CF 2315                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","428","   ","","CF 2315   ","    ","830","8","14","521","521","900","CF2315","0","944939","    L5210-000001","10","LCS CF 2315                   ","1566","0","0.00","20.00","0.00","0.00","0.00","20.00","0.00","0.00","0.00","20.00","","","","","",""
"468","1","LCS7 CHIT   ","428","   ","","CF 2315   ","    ","830","8","14","523","523","900","CF2315","0","944934","    L5230-000002","10","LCS CF 2315                   ","1566","100","0.00","8.00","0.00","8.00","8.82","0.00","0.00","0.00","0.00","8.82","0.00","0.91","","","",""
"468","1","LCS7 CHIT   ","428","   ","","CF 2315   ","    ","830","8","14","525","525","900","CF2315","0","944926","    L5250-000001","10","LCS CF 2315                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","428","   ","","CF 2315   ","    ","830","8","14","533","533","900","CF2315","0","944905","    L5330-000001","10","LCS CF 2315                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","428 Total","","","","","","","","","","","","","","","","","","","0.00","52.00","0.00","32.00","8.82","20.00","0.00","0.00","0.00","28.82","","","","","",""
"468","1","LCS7 CHIT   ","429","   ","","CF 2306   ","    ","830","8","14","520","520","900","CF2306","0","944950","    L5200-000005","10","LCS CF 2306                   ","1566","100","0.00","8.00","0.00","8.00","0.78","0.00","0.00","0.00","0.00","0.78","0.00","10.26","","","",""
"468","1","LCS7 CHIT   ","429","   ","","CF 2306   ","    ","830","8","14","523","523","900","CF2306","0","944933","    L5230-000001","10","LCS CF 2306                   ","1566","100","0.00","40.00","0.00","40.00","28.98","0.00","0.00","0.00","0.00","28.98","0.00","1.38","","","",""
"468","1","LCS7 CHIT   ","429","   ","","CF 2306   ","    ","830","8","14","526","526","900","CF2306","0","944919","    L5260-000003","10","LCS CF 2306                   ","1566","100","0.00","20.00","0.00","20.00","10.02","0.00","0.00","0.00","0.00","10.02","0.00","2.00","","","",""
"","","","429 Total","","","","","","","","","","","","","","","","","","","0.00","68.00","0.00","68.00","39.78","0.00","0.00","0.00","0.00","39.78","","","","","",""
"468","1","LCS7 CHIT   ","430","   ","","CF 2299   ","    ","830","8","14","520","520","900","CF2299","0","944951","    L5200-000006","10","LCS CF 2299                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","430","   ","","CF 2299   ","    ","830","8","14","527","527","900","CF2299","0","944913","    L5270-000001","10","LCS CF 2299                   ","1566","100","0.00","200.00","0.00","200.00","61.56","0.00","0.00","0.00","0.00","61.56","0.00","3.25","","","",""
"","","","430 Total","","","","","","","","","","","","","","","","","","","0.00","208.00","0.00","208.00","61.56","0.00","0.00","0.00","0.00","61.56","","","","","",""
"468","1","LCS7 CHIT   ","431","   ","","CF 2295   ","    ","830","8","14","520","520","900","CF2295","0","944952","    L5200-000007","10","LCS CF 2295                   ","1566","100","0.00","26.00","0.00","26.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","431","   ","","CF 2295   ","    ","830","8","14","526","526","900","CF2295","0","944920","    L5260-000004","10","LCS CF 2295                   ","1566","100","0.00","178.00","0.00","178.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","431 Total","","","","","","","","","","","","","","","","","","","0.00","204.00","0.00","204.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","432","   ","","CF 2285   ","    ","830","8","14","520","520","900","CF2285","0","944953","    L5200-000008","10","LCS CF 2285                   ","1566","100","0.00","40.00","0.00","40.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","432","   ","","CF 2285   ","    ","830","8","14","521","521","900","CF2285","0","944940","    L5210-000002","10","LCS CF 2285                   ","1566","0","0.00","100.00","0.00","0.00","0.00","100.00","0.00","0.00","0.00","100.00","","","","","",""
"468","1","LCS7 CHIT   ","432","   ","","CF 2285   ","    ","830","8","14","523","523","900","CF2285","0","944935","    L5230-000003","10","LCS CF 2285                   ","1566","100","0.00","40.00","0.00","39.92","3.60","1.00","0.00","0.00","0.00","4.60","0.00","11.09","","","",""
"468","1","LCS7 CHIT   ","432","   ","","CF 2285   ","    ","830","8","14","525","525","900","CF2285","0","944927","    L5250-000002","10","LCS CF 2285                   ","1566","100","0.00","40.00","0.00","40.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","432","   ","","CF 2285   ","    ","830","8","14","526","526","900","CF2285","0","944921","    L5260-000005","10","LCS CF 2285                   ","1566","100","0.00","80.00","0.00","80.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","432","   ","","CF 2285   ","    ","830","8","14","527","527","900","CF2285","0","944914","    L5270-000002","10","LCS CF 2285 HANGERS           ","1566","100","0.00","2000.00","0.00","2000.00","13.45","0.00","0.00","0.00","0.00","13.45","0.00","148.70","","","",""
"468","1","LCS7 CHIT   ","432","   ","","CF 2285   ","    ","830","8","14","533","533","900","CF2285","0","944906","    L5330-000002","10","LCS CF 2285                   ","1566","100","0.00","40.00","0.00","40.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","432 Total","","","","","","","","","","","","","","","","","","","0.00","2340.00","0.00","2239.92","17.05","101.00","0.00","0.00","0.00","118.05","","","","","",""
"468","1","LCS7 CHIT   ","433","   ","","CF 2277   ","    ","830","8","14","520","520","900","CF2277","0","944954","    L5200-000009","10","LCS CF 2277                   ","1566","100","0.00","16.00","0.00","16.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","433","   ","","CF 2277   ","    ","830","8","14","521","521","900","CF2277","0","944942","    L5210-000004","10","LCS CF 2277                   ","1566","0","0.00","20.00","0.00","0.00","0.00","20.00","0.00","0.00","0.00","20.00","","","","","",""
"468","1","LCS7 CHIT   ","433","   ","","CF 2277   ","    ","830","8","14","523","523","900","CF2277","0","944936","    L5230-000004","10","LCS CF 2277                   ","1566","100","0.00","80.00","0.00","79.84","3.50","1.00","0.00","0.00","0.00","4.50","0.00","22.81","","","",""
"468","1","LCS7 CHIT   ","433","   ","","CF 2277   ","    ","830","8","14","533","533","900","CF2277","0","944907","    L5330-000003","10","LCS CF 2277                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","433 Total","","","","","","","","","","","","","","","","","","","0.00","124.00","0.00","103.84","3.50","21.00","0.00","0.00","0.00","24.50","","","","","",""
"468","1","LCS7 CHIT   ","434","   ","","CF 2270   ","    ","830","8","14","520","520","900","CF2270","0","944955","    L5200-000010","10","LCS CF 2270                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","434","   ","","CF 2270   ","    ","830","8","14","525","525","900","CF2270","0","944928","    L5250-000003","10","LCS CF 2270                   ","1566","100","0.00","40.00","0.00","40.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","434 Total","","","","","","","","","","","","","","","","","","","0.00","48.00","0.00","48.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","435","   ","","CF 2269   ","    ","830","8","14","520","520","900","CF2269","0","944956","    L5200-000011","10","LCS CF 2269                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","435","   ","","CF 2269   ","    ","830","8","14","521","521","900","CF2269","0","944943","    L5210-000005","10","LCS CF 2269                   ","1566","0","0.00","8.00","0.00","0.00","0.00","8.00","0.00","0.00","0.00","8.00","","","","","",""
"468","1","LCS7 CHIT   ","435","   ","","CF 2269   ","    ","830","8","14","523","523","900","CF2269","0","944937","    L5230-000005","10","LCS CF 2269                   ","1566","100","0.00","8.00","0.00","7.98","2.00","1.00","0.00","0.00","0.00","3.00","0.00","3.99","","","",""
"468","1","LCS7 CHIT   ","435","   ","","CF 2269   ","    ","830","8","14","524","526","900","CF2269","0","944903","    L5240-000001","10","LCS CF 2269                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","435","   ","","CF 2269   ","    ","830","8","14","525","525","900","CF2269","0","944929","    L5250-000004","10","LCS CF 2269                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","435","   ","","CF 2269   ","    ","830","8","14","526","526","900","CF2269","0","944922","    L5260-000006","10","LCS CF 2269                   ","1566","100","0.00","200.00","0.00","200.00","10.08","0.00","0.00","0.00","0.00","10.08","0.00","19.84","","","",""
"468","1","LCS7 CHIT   ","435","   ","","CF 2269   ","    ","830","8","14","527","527","900","CF2269","0","944915","    L5270-000003","10","LCS CF 2269                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","435","   ","","CF 2269   ","    ","830","8","14","533","533","900","CF2269","0","944908","    L5330-000004","10","LCS CF 2269                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","435 Total","","","","","","","","","","","","","","","","","","","0.00","256.00","0.00","247.98","12.08","9.00","0.00","0.00","0.00","21.08","","","","","",""
"468","1","LCS7 CHIT   ","436","   ","","CF 2248   ","    ","830","8","14","520","520","900","CF2248","0","944957","    L5200-000012","10","LCS CF 2248                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","436","   ","","CF 2248   ","    ","830","8","14","525","525","900","CF2248","0","944930","    L5250-000005","10","LCS CF 2248                   ","1566","100","0.00","54.00","0.00","54.00","38.00","0.00","0.00","0.00","0.00","38.00","0.00","1.42","","","",""
"468","1","LCS7 CHIT   ","436","   ","","CF 2248   ","    ","830","8","14","526","526","900","CF2248","0","944923","    L5260-000007","10","LCS CF 2248                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","436 Total","","","","","","","","","","","","","","","","","","","0.00","70.00","0.00","70.00","38.00","0.00","0.00","0.00","0.00","38.00","","","","","",""
"468","1","LCS7 CHIT   ","437","   ","","CF 2246   ","    ","830","8","14","520","520","900","CF2246","0","944958","    L5200-000013","10","LCS CF 2246                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","437","   ","","CF 2246   ","    ","830","8","14","521","521","900","CF2246","0","944944","    L5210-000006","10","LCS CF 2246                   ","1566","0","0.00","120.00","0.00","0.00","0.00","120.00","0.00","0.00","0.00","120.00","","","","","",""
"468","1","LCS7 CHIT   ","437","   ","","CF 2246   ","    ","830","8","14","533","533","900","CF2246","0","944909","    L5330-000005","10","LCS CF 2246                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","437 Total","","","","","","","","","","","","","","","","","","","0.00","136.00","0.00","16.00","0.00","120.00","0.00","0.00","0.00","120.00","","","","","",""
"468","1","LCS7 CHIT   ","438","   ","","CF 2241   ","    ","830","8","14","520","520","900","CF2241","0","944959","    L5200-000014","10","LCS CF 2241                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","438","   ","","CF 2241   ","    ","830","8","14","521","521","900","CF2241","0","944945","    L5210-000007","10","LCS CF 2241                   ","1566","0","0.00","20.00","0.00","0.00","0.00","20.00","0.00","0.00","0.00","20.00","","","","","",""
"468","1","LCS7 CHIT   ","438","   ","","CF 2241   ","    ","830","8","14","526","526","900","CF2241","0","944924","    L5260-000008","10","LCS CF 2241                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","438","   ","","CF 2241   ","    ","830","8","14","533","533","900","CF2241","0","944910","    L5330-000006","10","LCS CF 2241                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","438 Total","","","","","","","","","","","","","","","","","","","0.00","44.00","0.00","24.00","0.00","20.00","0.00","0.00","0.00","20.00","","","","","",""
"468","1","LCS7 CHIT   ","439","   ","","CF 2232   ","    ","830","8","14","520","520","900","CF2232","0","944960","    L5200-000015","10","LCS CF 2232                   ","1566","100","0.00","8.00","0.00","8.00","3.32","0.00","0.00","0.00","0.00","3.32","0.00","2.41","","","",""
"468","1","LCS7 CHIT   ","439","   ","","CF 2232   ","    ","830","8","14","524","524","900","CF2232","0","944904","    L5240-000002","10","LCS CF 2232                   ","1566","100","0.00","120.00","0.00","120.00","6.38","0.00","0.00","0.00","0.00","6.38","0.00","18.81","","","",""
"","","","439 Total","","","","","","","","","","","","","","","","","","","0.00","128.00","0.00","128.00","9.70","0.00","0.00","0.00","0.00","9.70","","","","","",""
"468","1","LCS7 CHIT   ","440","   ","","CF 2221   ","    ","830","8","14","520","520","900","CF2221","0","944961","    L5200-000016","10","LCS CF 2221                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","440 Total","","","","","","","","","","","","","","","","","","","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","441","   ","","CF 2217   ","    ","830","8","14","520","520","900","CF2217","0","944962","    L5200-000017","10","LCS CF 2217                   ","1566","100","0.00","24.00","0.00","24.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","441","   ","","CF 2217   ","    ","830","8","14","525","525","900","CF2217","0","944931","    L5250-000006","10","LCS CF 2217                   ","1566","100","0.00","202.00","0.00","202.00","42.00","0.00","0.00","0.00","0.00","42.00","0.00","4.81","","","",""
"468","1","LCS7 CHIT   ","441","   ","","CF 2217   ","    ","830","8","14","533","533","900","CF2217","0","944911","    L5330-000007","10","LCS CF 2217                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","441 Total","","","","","","","","","","","","","","","","","","","0.00","234.00","0.00","234.00","42.00","0.00","0.00","0.00","0.00","42.00","","","","","",""
"468","1","LCS7 CHIT   ","442","   ","","CF 2203   ","    ","830","8","14","520","520","900","CF2203","0","944963","    L5200-000018","10","LCS CF 2203                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","442","   ","","CF 2203   ","    ","830","8","14","521","521","900","CF2203","0","944941","    L5210-000003","10","LCS CF 2203                   ","1566","0","0.00","8.00","0.00","0.00","0.00","8.00","0.00","0.00","0.00","8.00","","","","","",""
"468","1","LCS7 CHIT   ","442","   ","","CF 2203   ","    ","830","8","14","523","523","900","CF2203","0","944938","    L5230-000006","10","LCS CF 2203                   ","1566","100","0.00","8.00","0.00","8.00","2.00","0.00","0.00","0.00","0.00","2.00","0.00","4.00","","","",""
"468","1","LCS7 CHIT   ","442","   ","","CF 2203   ","    ","830","8","14","525","525","900","CF2203","0","944932","    L5250-000007","10","LCS CF 2203                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","442","   ","","CF 2203   ","    ","830","8","14","526","526","900","CF2203","0","944925","    L5260-000009","10","LCS CF 2203                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","442","   ","","CF 2203   ","    ","830","8","14","527","527","900","CF2203","0","944916","    L5270-000004","10","LCS CF 2203                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"468","1","LCS7 CHIT   ","442","   ","","CF 2203   ","    ","830","8","14","533","533","900","CF2203","0","944912","    L5330-000008","10","LCS CF 2203                   ","1566","100","0.00","8.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","442 Total","","","","","","","","","","","","","","","","","","","0.00","56.00","0.00","48.00","2.00","8.00","0.00","0.00","0.00","10.00","","","","","",""
"468","1","LCS7 CHIT   ","446","   ","","446","    ","830","8","14","523","523","900","900","0","944964","    L5230-000007","10","REPLACE INTERCEPTER CYCLINDER ","1566","100","0.00","100.00","0.00","100.00","194.47","0.00","0.00","0.00","0.00","194.47","0.00","0.51","","","",""
"","","","446 Total","","","","","","","","","","","","","","","","","","","0.00","100.00","0.00","100.00","194.47","0.00","0.00","0.00","0.00","194.47","","","","","",""
"468","1","LCS7 CHIT   ","455","   ","","CF 2223   ","    ","830","8","14","523","523","900","CF2223","0","945004","    L5230-000008","10","LCS CF 2223                   ","1566","100","0.00","16.00","0.00","15.97","8.50","1.00","0.00","0.00","0.00","9.50","0.00","1.88","","","",""
"","","","455 Total","","","","","","","","","","","","","","","","","","","0.00","16.00","0.00","15.97","8.50","1.00","0.00","0.00","0.00","9.50","","","","","",""
"468","1","LCS7 CHIT   ","466","   ","","          ","    ","830","8","14","524","524","900","900","0","945020","    L5240-000003","10","SALARY SUPPORT CLUTCH ASSEMBLY","1537","100","0.00","200.00","0.00","200.00","622.06","0.00","0.00","0.00","0.00","622.06","0.00","0.32","","","",""
"","","","466 Total","","","","","","","","","","","","","","","","","","","0.00","200.00","0.00","200.00","622.06","0.00","0.00","0.00","0.00","622.06","","","","","",""
"468","1","LCS7 CHIT   ","495","   ","","495","    ","830","8","14","526","526","900","900","0","945058","    L5260-000010","10","COAST DOWN SALARY SUPPORT     ","1566","100","0.00","500.00","0.00","500.00","756.30","0.00","0.00","0.00","0.00","756.30","0.00","0.66","","","",""
"","","","495 Total","","","","","","","","","","","","","","","","","","","0.00","500.00","0.00","500.00","756.30","0.00","0.00","0.00","0.00","756.30","","","","","",""
"468","1","LCS7 CHIT   ","517","   ","","          ","    ","897","8","14","515","515","900","900","0","945127","    L6110-000001","10","LM DELAY AND DISRUPTION       ","1537","100","0.00","2000.00","0.00","2000.00","3762.33","0.00","0.00","0.00","0.00","3762.33","0.00","0.53","","","",""
"","","","517 Total","","","","","","","","","","","","","","","","","","","0.00","2000.00","0.00","2000.00","3762.33","0.00","0.00","0.00","0.00","3762.33","","","","","",""
"468","1","LCS7 CHIT   ","539","   ","","539","    ","897","9","14","620","620","900","900","0","945613","    L6200-000003","10","REMOVE&REPLACE 4 RELIEF VALVES","6000","100","0.00","20.00","0.00","20.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","539 Total","","","","","","","","","","","","","","","","","","","0.00","20.00","0.00","20.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","",""
"","","","Grand Total","","","","","","","","","","","","","","","","","","","0.00","19012.00","0.00","18419.42","11598.34","600.00","0.00","0.00","0.00","12198.34","0.000","1.588","","","",""
